'sample #','MLII',Type,heart_beat
306,980,N,1.0
307,983,N,1.0
308,984,N,1.0
309,983,N,1.0
310,981,N,1.0
311,978,N,1.0
312,980,N,1.0
313,979,N,1.0
314,979,N,1.0
315,979,N,1.0
316,978,N,1.0
317,977,N,1.0
318,976,N,1.0
319,977,N,1.0
320,980,N,1.0
321,982,N,1.0
322,983,N,1.0
323,975,N,1.0
324,967,N,1.0
325,967,N,1.0
326,964,N,1.0
327,962,N,1.0
328,958,N,1.0
329,958,N,1.0
330,959,N,1.0
331,961,N,1.0
332,960,N,1.0
333,961,N,1.0
334,959,N,1.0
335,956,N,1.0
336,955,N,1.0
337,956,N,1.0
338,956,N,1.0
339,954,N,1.0
340,955,N,1.0
341,953,N,1.0
342,958,N,1.0
343,957,N,1.0
344,958,N,1.0
345,960,N,1.0
346,955,N,1.0
347,953,N,1.0
348,956,N,1.0
349,958,N,1.0
350,959,N,1.0
351,958,N,1.0
352,954,N,1.0
353,951,N,1.0
354,952,N,1.0
355,948,N,1.0
356,939,N,1.0
357,935,N,1.0
358,929,N,1.0
359,922,N,1.0
360,917,N,1.0
361,923,N,1.0
362,941,N,1.0
363,964,N,1.0
364,992,N,1.0
365,1021,N,1.0
366,1071,N,1.0
367,1122,N,1.0
368,1168,N,1.0
369,1199,N,1.0
370,1212,N,2.0
371,1205,N,2.0
372,1175,N,2.0
373,1122,N,2.0
374,1057,N,2.0
375,1002,N,2.0
376,970,N,2.0
377,946,N,2.0
378,934,N,2.0
379,929,N,2.0
380,933,N,2.0
381,939,N,2.0
382,946,N,2.0
383,946,N,2.0
384,947,N,2.0
385,946,N,2.0
386,948,N,2.0
387,948,N,2.0
388,948,N,2.0
389,945,N,2.0
390,947,N,2.0
391,947,N,2.0
392,947,N,2.0
393,949,N,2.0
394,945,N,2.0
395,942,N,2.0
396,942,N,2.0
397,944,N,2.0
398,945,N,2.0
399,946,N,2.0
400,943,N,2.0
401,945,N,2.0
402,947,N,2.0
403,949,N,2.0
404,946,N,2.0
405,946,N,2.0
406,943,N,2.0
407,942,N,2.0
408,942,N,2.0
409,946,N,2.0
410,946,N,2.0
411,945,N,2.0
412,943,N,2.0
413,941,N,2.0
414,944,N,2.0
415,942,N,2.0
416,943,N,2.0
417,942,N,2.0
418,941,N,2.0
419,942,N,2.0
420,944,N,2.0
421,944,N,2.0
422,945,N,2.0
423,946,N,2.0
424,943,N,2.0
425,942,N,2.0
426,946,N,2.0
427,946,N,2.0
428,947,N,2.0
429,947,N,2.0
430,942,N,2.0
431,943,N,2.0
432,945,N,2.0
433,946,N,2.0
434,949,N,2.0
435,946,N,2.0
436,945,N,2.0
437,942,N,2.0
438,944,N,2.0
439,946,N,2.0
440,946,N,2.0
441,947,N,2.0
442,943,N,2.0
443,941,N,2.0
444,941,N,2.0
445,944,N,2.0
446,945,N,2.0
447,943,N,2.0
448,941,N,2.0
449,940,N,2.0
450,940,N,2.0
451,942,N,2.0
452,941,N,2.0
453,939,N,2.0
454,940,N,2.0
455,937,N,2.0
456,938,N,2.0
457,938,N,2.0
458,940,N,2.0
459,938,N,2.0
460,934,N,2.0
461,933,N,2.0
462,934,N,2.0
463,937,N,2.0
464,935,N,2.0
465,934,N,2.0
466,933,N,2.0
467,930,N,2.0
468,932,N,2.0
469,933,N,2.0
470,934,N,2.0
471,933,N,2.0
472,930,N,2.0
473,929,N,2.0
474,932,N,2.0
475,934,N,2.0
476,935,N,2.0
477,936,N,2.0
478,937,N,2.0
479,936,N,2.0
480,942,N,2.0
481,945,N,2.0
482,950,N,2.0
483,951,N,2.0
484,952,N,2.0
485,951,N,2.0
486,956,N,2.0
487,959,N,2.0
488,961,N,2.0
489,960,N,2.0
490,958,N,2.0
491,958,N,2.0
492,960,N,2.0
493,962,N,2.0
494,964,N,2.0
495,964,N,2.0
496,960,N,2.0
497,960,N,2.0
498,961,N,2.0
499,963,N,2.0
500,963,N,2.0
501,965,N,2.0
502,960,N,2.0
503,958,N,2.0
504,963,N,2.0
505,962,N,2.0
506,964,N,2.0
507,964,N,2.0
508,960,N,2.0
509,959,N,2.0
510,962,N,2.0
511,963,N,2.0
512,961,N,2.0
513,963,N,2.0
514,961,N,2.0
515,961,N,2.0
516,962,N,2.0
517,965,N,2.0
518,966,N,2.0
519,963,N,2.0
520,962,N,2.0
521,960,N,2.0
522,961,N,2.0
523,964,N,2.0
524,961,N,2.0
525,961,N,2.0
526,961,N,2.0
527,958,N,2.0
528,961,N,2.0
529,960,N,2.0
530,961,N,2.0
531,959,N,2.0
532,957,N,2.0
533,956,N,2.0
534,957,N,2.0
535,957,N,2.0
536,958,N,2.0
537,959,N,2.0
538,955,N,2.0
539,954,N,2.0
540,955,N,2.0
541,957,N,2.0
542,958,N,2.0
543,958,N,2.0
544,955,N,2.0
545,955,N,2.0
546,955,N,2.0
547,960,N,2.0
548,958,N,2.0
549,957,N,2.0
550,956,N,2.0
551,953,N,2.0
552,957,N,2.0
553,958,N,2.0
554,958,N,2.0
555,957,N,2.0
556,953,N,2.0
557,952,N,2.0
558,953,N,2.0
559,954,N,2.0
560,956,N,2.0
561,955,N,2.0
562,955,N,2.0
563,955,N,2.0
564,955,N,2.0
565,958,N,2.0
566,958,N,2.0
567,957,N,2.0
568,955,N,2.0
569,954,N,2.0
570,954,N,2.0
571,956,N,2.0
572,958,N,2.0
573,955,N,2.0
574,955,N,2.0
575,953,N,2.0
576,954,N,2.0
577,956,N,2.0
578,958,N,2.0
579,956,N,2.0
580,956,N,2.0
581,956,N,2.0
582,958,N,2.0
583,957,N,2.0
584,958,N,2.0
585,957,N,2.0
586,955,N,2.0
587,955,N,2.0
588,956,N,2.0
589,958,N,2.0
590,961,N,2.0
591,965,N,2.0
592,964,N,2.0
593,965,N,2.0
594,967,N,2.0
595,969,N,2.0
596,971,N,2.0
597,971,N,2.0
598,971,N,2.0
599,973,N,2.0
600,974,N,2.0
601,976,N,2.0
602,979,N,2.0
603,981,N,2.0
604,976,N,2.0
605,975,N,2.0
606,976,N,2.0
607,975,N,2.0
608,977,N,2.0
609,975,N,2.0
610,974,N,2.0
611,969,N,2.0
612,969,N,2.0
613,971,N,2.0
614,974,N,2.0
615,979,N,2.0
616,980,N,2.0
617,978,N,2.0
618,971,N,2.0
619,970,N,2.0
620,968,N,2.0
621,967,N,2.0
622,963,N,2.0
623,960,N,2.0
624,956,N,2.0
625,958,N,2.0
626,957,N,2.0
627,957,N,2.0
628,953,N,2.0
629,950,N,2.0
630,952,N,2.0
631,955,N,2.0
632,954,N,2.0
633,953,N,2.0
634,951,N,2.0
635,949,N,2.0
636,948,N,2.0
637,950,N,2.0
638,951,N,2.0
639,951,N,2.0
640,948,N,2.0
641,947,N,2.0
642,948,N,2.0
643,949,N,2.0
644,953,N,2.0
645,950,N,2.0
646,946,N,2.0
647,943,N,2.0
648,942,N,2.0
649,937,N,2.0
650,931,N,2.0
651,926,N,2.0
652,920,N,2.0
653,913,N,2.0
654,910,N,2.0
655,919,N,2.0
656,943,N,2.0
657,974,N,2.0
658,1006,N,2.0
659,1048,N,2.0
660,1106,N,2.0
661,1162,N,2.0
662,1201,N,3.0
663,1216,N,3.0
664,1194,N,3.0
665,1128,N,3.0
666,1034,N,3.0
667,960,N,3.0
668,924,N,3.0
669,923,N,3.0
670,935,N,3.0
671,941,N,3.0
672,945,N,3.0
673,946,N,3.0
674,945,N,3.0
675,946,N,3.0
676,945,N,3.0
677,943,N,3.0
678,945,N,3.0
679,943,N,3.0
680,946,N,3.0
681,945,N,3.0
682,945,N,3.0
683,942,N,3.0
684,943,N,3.0
685,944,N,3.0
686,944,N,3.0
687,941,N,3.0
688,943,N,3.0
689,940,N,3.0
690,941,N,3.0
691,943,N,3.0
692,943,N,3.0
693,940,N,3.0
694,940,N,3.0
695,937,N,3.0
696,940,N,3.0
697,942,N,3.0
698,942,N,3.0
699,943,N,3.0
700,939,N,3.0
701,938,N,3.0
702,940,N,3.0
703,941,N,3.0
704,942,N,3.0
705,942,N,3.0
706,939,N,3.0
707,940,N,3.0
708,944,N,3.0
709,945,N,3.0
710,944,N,3.0
711,944,N,3.0
712,945,N,3.0
713,941,N,3.0
714,943,N,3.0
715,946,N,3.0
716,944,N,3.0
717,944,N,3.0
718,941,N,3.0
719,939,N,3.0
720,939,N,3.0
721,941,N,3.0
722,941,N,3.0
723,942,N,3.0
724,939,N,3.0
725,939,N,3.0
726,940,N,3.0
727,941,N,3.0
728,944,N,3.0
729,944,N,3.0
730,942,N,3.0
731,939,N,3.0
732,942,N,3.0
733,943,N,3.0
734,945,N,3.0
735,944,N,3.0
736,944,N,3.0
737,943,N,3.0
738,947,N,3.0
739,944,N,3.0
740,946,N,3.0
741,946,N,3.0
742,944,N,3.0
743,941,N,3.0
744,943,N,3.0
745,943,N,3.0
746,942,N,3.0
747,941,N,3.0
748,940,N,3.0
749,940,N,3.0
750,939,N,3.0
751,941,N,3.0
752,941,N,3.0
753,942,N,3.0
754,937,N,3.0
755,938,N,3.0
756,937,N,3.0
757,940,N,3.0
758,940,N,3.0
759,940,N,3.0
760,940,N,3.0
761,939,N,3.0
762,939,N,3.0
763,941,N,3.0
764,945,N,3.0
765,945,N,3.0
766,946,N,3.0
767,949,N,3.0
768,952,N,3.0
769,956,N,3.0
770,957,N,3.0
771,958,N,3.0
772,957,N,3.0
773,957,N,3.0
774,959,N,3.0
775,960,N,3.0
776,963,N,3.0
777,963,N,3.0
778,961,N,3.0
779,962,N,3.0
780,963,N,3.0
781,964,N,3.0
782,964,N,3.0
783,964,N,3.0
784,962,N,3.0
785,962,N,3.0
786,962,N,3.0
787,961,N,3.0
788,964,N,3.0
789,963,N,3.0
790,961,N,3.0
791,960,N,3.0
792,959,N,3.0
793,962,N,3.0
794,963,N,3.0
795,963,N,3.0
796,960,N,3.0
797,959,N,3.0
798,963,N,3.0
799,962,N,3.0
800,965,N,3.0
801,962,N,3.0
802,959,N,3.0
803,958,N,3.0
804,960,N,3.0
805,960,N,3.0
806,960,N,3.0
807,959,N,3.0
808,954,N,3.0
809,954,N,3.0
810,956,N,3.0
811,957,N,3.0
812,958,N,3.0
813,957,N,3.0
814,956,N,3.0
815,952,N,3.0
816,954,N,3.0
817,954,N,3.0
818,953,N,3.0
819,952,N,3.0
820,953,N,3.0
821,951,N,3.0
822,953,N,3.0
823,954,N,3.0
824,956,N,3.0
825,953,N,3.0
826,954,N,3.0
827,951,N,3.0
828,951,N,3.0
829,954,N,3.0
830,953,N,3.0
831,954,N,3.0
832,950,N,3.0
833,948,N,3.0
834,950,N,3.0
835,952,N,3.0
836,951,N,3.0
837,952,N,3.0
838,951,N,3.0
839,948,N,3.0
840,950,N,3.0
841,951,N,3.0
842,954,N,3.0
843,954,N,3.0
844,954,N,3.0
845,950,N,3.0
846,951,N,3.0
847,955,N,3.0
848,955,N,3.0
849,956,N,3.0
850,953,N,3.0
851,951,N,3.0
852,952,N,3.0
853,953,N,3.0
854,953,N,3.0
855,953,N,3.0
856,949,N,3.0
857,947,N,3.0
858,953,N,3.0
859,952,N,3.0
860,953,N,3.0
861,952,N,3.0
862,952,N,3.0
863,950,N,3.0
864,952,N,3.0
865,955,N,3.0
866,953,N,3.0
867,955,N,3.0
868,955,N,3.0
869,955,N,3.0
870,956,N,3.0
871,962,N,3.0
872,963,N,3.0
873,963,N,3.0
874,962,N,3.0
875,963,N,3.0
876,966,N,3.0
877,967,N,3.0
878,969,N,3.0
879,968,N,3.0
880,968,N,3.0
881,969,N,3.0
882,971,N,3.0
883,973,N,3.0
884,975,N,3.0
885,972,N,3.0
886,971,N,3.0
887,969,N,3.0
888,968,N,3.0
889,971,N,3.0
890,970,N,3.0
891,969,N,3.0
892,968,N,3.0
893,969,N,3.0
894,968,N,3.0
895,969,N,3.0
896,971,N,3.0
897,973,N,3.0
898,976,N,3.0
899,972,N,3.0
900,968,N,3.0
901,962,N,3.0
902,962,N,3.0
903,955,N,3.0
904,952,N,3.0
905,948,N,3.0
906,947,N,3.0
907,948,N,3.0
908,950,N,3.0
909,949,N,3.0
910,947,N,3.0
911,946,N,3.0
912,945,N,3.0
913,947,N,3.0
914,947,N,3.0
915,947,N,3.0
916,945,N,3.0
917,943,N,3.0
918,944,N,3.0
919,949,N,3.0
920,949,N,3.0
921,946,N,3.0
922,945,N,3.0
923,941,N,3.0
924,943,N,3.0
925,944,N,3.0
926,946,N,3.0
927,943,N,3.0
928,939,N,3.0
929,932,N,3.0
930,929,N,3.0
931,923,N,3.0
932,922,N,3.0
933,919,N,3.0
934,916,N,3.0
935,904,N,3.0
936,895,N,3.0
937,898,N,3.0
938,909,N,3.0
939,925,N,3.0
940,947,N,3.0
941,970,N,3.0
942,1001,N,3.0
943,1042,N,3.0
944,1098,N,3.0
945,1151,N,3.0
946,1186,N,4.0
947,1196,N,4.0
948,1178,N,4.0
949,1119,N,4.0
950,1037,N,4.0
951,963,N,4.0
952,924,N,4.0
953,920,N,4.0
954,929,N,4.0
955,942,N,4.0
956,946,N,4.0
957,946,N,4.0
958,944,N,4.0
959,942,N,4.0
960,943,N,4.0
961,947,N,4.0
962,946,N,4.0
963,945,N,4.0
964,943,N,4.0
965,942,N,4.0
966,943,N,4.0
967,944,N,4.0
968,946,N,4.0
969,945,N,4.0
970,942,N,4.0
971,941,N,4.0
972,942,N,4.0
973,945,N,4.0
974,943,N,4.0
975,942,N,4.0
976,943,N,4.0
977,943,N,4.0
978,942,N,4.0
979,946,N,4.0
980,947,N,4.0
981,946,N,4.0
982,945,N,4.0
983,944,N,4.0
984,944,N,4.0
985,944,N,4.0
986,945,N,4.0
987,945,N,4.0
988,943,N,4.0
989,943,N,4.0
990,944,N,4.0
991,945,N,4.0
992,947,N,4.0
993,949,N,4.0
994,947,N,4.0
995,945,N,4.0
996,946,N,4.0
997,947,N,4.0
998,949,N,4.0
999,947,N,4.0
1000,945,N,4.0
1001,945,N,4.0
1002,947,N,4.0
1003,949,N,4.0
1004,949,N,4.0
1005,947,N,4.0
1006,945,N,4.0
1007,946,N,4.0
1008,946,N,4.0
1009,951,N,4.0
1010,949,N,4.0
1011,947,N,4.0
1012,945,N,4.0
1013,948,N,4.0
1014,947,N,4.0
1015,949,N,4.0
1016,948,N,4.0
1017,946,N,4.0
1018,948,N,4.0
1019,949,N,4.0
1020,949,N,4.0
1021,949,N,4.0
1022,949,N,4.0
1023,948,N,4.0
1024,946,N,4.0
1025,946,N,4.0
1026,951,N,4.0
1027,950,N,4.0
1028,949,N,4.0
1029,947,N,4.0
1030,946,N,4.0
1031,946,N,4.0
1032,949,N,4.0
1033,951,N,4.0
1034,947,N,4.0
1035,948,N,4.0
1036,946,N,4.0
1037,949,N,4.0
1038,949,N,4.0
1039,951,N,4.0
1040,950,N,4.0
1041,947,N,4.0
1042,945,N,4.0
1043,947,N,4.0
1044,947,N,4.0
1045,950,N,4.0
1046,951,N,4.0
1047,950,N,4.0
1048,949,N,4.0
1049,954,N,4.0
1050,957,N,4.0
1051,960,N,4.0
1052,961,N,4.0
1053,960,N,4.0
1054,959,N,4.0
1055,961,N,4.0
1056,965,N,4.0
1057,967,N,4.0
1058,964,N,4.0
1059,965,N,4.0
1060,967,N,4.0
1061,967,N,4.0
1062,968,N,4.0
1063,970,N,4.0
1064,968,N,4.0
1065,966,N,4.0
1066,965,N,4.0
1067,965,N,4.0
1068,966,N,4.0
1069,968,N,4.0
1070,966,N,4.0
1071,965,N,4.0
1072,962,N,4.0
1073,965,N,4.0
1074,967,N,4.0
1075,968,N,4.0
1076,969,N,4.0
1077,965,N,4.0
1078,963,N,4.0
1079,964,N,4.0
1080,965,N,4.0
1081,965,N,4.0
1082,967,N,4.0
1083,964,N,4.0
1084,963,N,4.0
1085,964,N,4.0
1086,965,N,4.0
1087,964,N,4.0
1088,963,N,4.0
1089,961,N,4.0
1090,962,N,4.0
1091,961,N,4.0
1092,965,N,4.0
1093,964,N,4.0
1094,962,N,4.0
1095,958,N,4.0
1096,956,N,4.0
1097,958,N,4.0
1098,960,N,4.0
1099,960,N,4.0
1100,961,N,4.0
1101,959,N,4.0
1102,957,N,4.0
1103,958,N,4.0
1104,961,N,4.0
1105,960,N,4.0
1106,960,N,4.0
1107,958,N,4.0
1108,955,N,4.0
1109,956,N,4.0
1110,957,N,4.0
1111,958,N,4.0
1112,957,N,4.0
1113,955,N,4.0
1114,954,N,4.0
1115,955,N,4.0
1116,956,N,4.0
1117,957,N,4.0
1118,957,N,4.0
1119,958,N,4.0
1120,957,N,4.0
1121,956,N,4.0
1122,957,N,4.0
1123,960,N,4.0
1124,956,N,4.0
1125,956,N,4.0
1126,954,N,4.0
1127,951,N,4.0
1128,952,N,4.0
1129,955,N,4.0
1130,955,N,4.0
1131,954,N,4.0
1132,954,N,4.0
1133,954,N,4.0
1134,956,N,4.0
1135,956,N,4.0
1136,955,N,4.0
1137,955,N,4.0
1138,948,N,4.0
1139,952,N,4.0
1140,952,N,4.0
1141,955,N,4.0
1142,955,N,4.0
1143,954,N,4.0
1144,953,N,4.0
1145,955,N,4.0
1146,958,N,4.0
1147,958,N,4.0
1148,957,N,4.0
1149,957,N,4.0
1150,956,N,4.0
1151,958,N,4.0
1152,960,N,4.0
1153,966,N,4.0
1154,966,N,4.0
1155,964,N,4.0
1156,963,N,4.0
1157,967,N,4.0
1158,968,N,4.0
1159,969,N,4.0
1160,968,N,4.0
1161,969,N,4.0
1162,970,N,4.0
1163,971,N,4.0
1164,974,N,4.0
1165,978,N,4.0
1166,975,N,4.0
1167,976,N,4.0
1168,973,N,4.0
1169,973,N,4.0
1170,975,N,4.0
1171,977,N,4.0
1172,973,N,4.0
1173,971,N,4.0
1174,972,N,4.0
1175,973,N,4.0
1176,970,N,4.0
1177,971,N,4.0
1178,968,N,4.0
1179,973,N,4.0
1180,974,N,4.0
1181,975,N,4.0
1182,971,N,4.0
1183,968,N,4.0
1184,964,N,4.0
1185,961,N,4.0
1186,959,N,4.0
1187,957,N,4.0
1188,955,N,4.0
1189,958,N,4.0
1190,957,N,4.0
1191,955,N,4.0
1192,952,N,4.0
1193,954,N,4.0
1194,956,N,4.0
1195,957,N,4.0
1196,955,N,4.0
1197,952,N,4.0
1198,951,N,4.0
1199,949,N,4.0
1200,950,N,4.0
1201,951,N,4.0
1202,951,N,4.0
1203,948,N,4.0
1204,949,N,4.0
1205,949,N,4.0
1206,951,N,4.0
1207,950,N,4.0
1208,952,N,4.0
1209,950,N,4.0
1210,948,N,4.0
1211,951,N,4.0
1212,952,N,4.0
1213,954,N,4.0
1214,953,N,4.0
1215,950,N,4.0
1216,947,N,4.0
1217,945,N,4.0
1218,938,N,4.0
1219,935,N,4.0
1220,927,N,4.0
1221,921,N,4.0
1222,911,N,4.0
1223,913,N,4.0
1224,929,N,4.0
1225,953,N,4.0
1226,980,N,4.0
1227,1013,N,4.0
1228,1061,N,4.0
1229,1119,N,4.0
1230,1165,N,4.0
1231,1188,N,5.0
1232,1180,N,5.0
1233,1131,N,5.0
1234,1053,N,5.0
1235,984,N,5.0
1236,940,N,5.0
1237,924,N,5.0
1238,928,N,5.0
1239,934,N,5.0
1240,942,N,5.0
1241,944,N,5.0
1242,946,N,5.0
1243,946,N,5.0
1244,944,N,5.0
1245,943,N,5.0
1246,939,N,5.0
1247,939,N,5.0
1248,943,N,5.0
1249,945,N,5.0
1250,943,N,5.0
1251,943,N,5.0
1252,941,N,5.0
1253,943,N,5.0
1254,947,N,5.0
1255,946,N,5.0
1256,945,N,5.0
1257,945,N,5.0
1258,945,N,5.0
1259,945,N,5.0
1260,947,N,5.0
1261,946,N,5.0
1262,946,N,5.0
1263,944,N,5.0
1264,939,N,5.0
1265,942,N,5.0
1266,944,N,5.0
1267,945,N,5.0
1268,944,N,5.0
1269,943,N,5.0
1270,939,N,5.0
1271,941,N,5.0
1272,943,N,5.0
1273,943,N,5.0
1274,943,N,5.0
1275,942,N,5.0
1276,941,N,5.0
1277,943,N,5.0
1278,940,N,5.0
1279,943,N,5.0
1280,942,N,5.0
1281,942,N,5.0
1282,940,N,5.0
1283,941,N,5.0
1284,943,N,5.0
1285,945,N,5.0
1286,945,N,5.0
1287,945,N,5.0
1288,944,N,5.0
1289,945,N,5.0
1290,945,N,5.0
1291,943,N,5.0
1292,943,N,5.0
1293,940,N,5.0
1294,937,N,5.0
1295,941,N,5.0
1296,943,N,5.0
1297,945,N,5.0
1298,946,N,5.0
1299,941,N,5.0
1300,943,N,5.0
1301,943,N,5.0
1302,944,N,5.0
1303,945,N,5.0
1304,945,N,5.0
1305,943,N,5.0
1306,940,N,5.0
1307,941,N,5.0
1308,944,N,5.0
1309,945,N,5.0
1310,944,N,5.0
1311,943,N,5.0
1312,939,N,5.0
1313,939,N,5.0
1314,939,N,5.0
1315,940,N,5.0
1316,939,N,5.0
1317,934,N,5.0
1318,935,N,5.0
1319,934,N,5.0
1320,937,N,5.0
1321,935,N,5.0
1322,930,N,5.0
1323,933,N,5.0
1324,932,N,5.0
1325,936,N,5.0
1326,937,N,5.0
1327,939,N,5.0
1328,938,N,5.0
1329,935,N,5.0
1330,934,N,5.0
1331,935,N,5.0
1332,938,N,5.0
1333,940,N,5.0
1334,942,N,5.0
1335,939,N,5.0
1336,940,N,5.0
1337,943,N,5.0
1338,948,N,5.0
1339,950,N,5.0
1340,951,N,5.0
1341,951,N,5.0
1342,951,N,5.0
1343,955,N,5.0
1344,958,N,5.0
1345,961,N,5.0
1346,963,N,5.0
1347,963,N,5.0
1348,960,N,5.0
1349,962,N,5.0
1350,962,N,5.0
1351,963,N,5.0
1352,962,N,5.0
1353,961,N,5.0
1354,960,N,5.0
1355,961,N,5.0
1356,963,N,5.0
1357,963,N,5.0
1358,965,N,5.0
1359,962,N,5.0
1360,960,N,5.0
1361,962,N,5.0
1362,961,N,5.0
1363,965,N,5.0
1364,964,N,5.0
1365,963,N,5.0
1366,964,N,5.0
1367,967,N,5.0
1368,968,N,5.0
1369,966,N,5.0
1370,965,N,5.0
1371,963,N,5.0
1372,959,N,5.0
1373,963,N,5.0
1374,964,N,5.0
1375,964,N,5.0
1376,961,N,5.0
1377,959,N,5.0
1378,957,N,5.0
1379,959,N,5.0
1380,961,N,5.0
1381,960,N,5.0
1382,957,N,5.0
1383,958,N,5.0
1384,956,N,5.0
1385,959,N,5.0
1386,959,N,5.0
1387,960,N,5.0
1388,961,N,5.0
1389,957,N,5.0
1390,957,N,5.0
1391,955,N,5.0
1392,957,N,5.0
1393,959,N,5.0
1394,958,N,5.0
1395,961,N,5.0
1396,957,N,5.0
1397,958,N,5.0
1398,958,N,5.0
1399,958,N,5.0
1400,958,N,5.0
1401,957,N,5.0
1402,956,N,5.0
1403,958,N,5.0
1404,960,N,5.0
1405,961,N,5.0
1406,959,N,5.0
1407,957,N,5.0
1408,953,N,5.0
1409,955,N,5.0
1410,956,N,5.0
1411,957,N,5.0
1412,960,N,5.0
1413,959,N,5.0
1414,954,N,5.0
1415,958,N,5.0
1416,961,N,5.0
1417,961,N,5.0
1418,958,N,5.0
1419,958,N,5.0
1420,957,N,5.0
1421,957,N,5.0
1422,958,N,5.0
1423,958,N,5.0
1424,958,N,5.0
1425,956,N,5.0
