'sample #','MLII',Type,heart_beat
309,948,N,2.0
310,948,N,2.0
311,948,N,2.0
312,945,N,2.0
313,947,N,2.0
314,947,N,2.0
315,947,N,2.0
316,949,N,2.0
317,945,N,2.0
318,942,N,2.0
319,942,N,2.0
320,944,N,2.0
321,945,N,2.0
322,946,N,2.0
323,943,N,2.0
324,945,N,2.0
325,947,N,2.0
326,949,N,2.0
327,946,N,2.0
328,946,N,2.0
329,943,N,2.0
330,942,N,2.0
331,942,N,2.0
332,946,N,2.0
333,946,N,2.0
334,945,N,2.0
335,943,N,2.0
336,941,N,2.0
337,944,N,2.0
338,942,N,2.0
339,943,N,2.0
340,942,N,2.0
341,941,N,2.0
342,942,N,2.0
343,944,N,2.0
344,944,N,2.0
345,945,N,2.0
346,946,N,2.0
347,943,N,2.0
348,942,N,2.0
349,946,N,2.0
350,946,N,2.0
351,947,N,2.0
352,947,N,2.0
353,942,N,2.0
354,943,N,2.0
355,945,N,2.0
356,946,N,2.0
357,949,N,2.0
358,946,N,2.0
359,945,N,2.0
360,942,N,2.0
361,944,N,2.0
362,946,N,2.0
363,946,N,2.0
364,947,N,2.0
365,943,N,2.0
366,941,N,2.0
367,941,N,2.0
368,944,N,2.0
369,945,N,2.0
370,943,N,2.0
371,941,N,2.0
372,940,N,2.0
373,940,N,2.0
374,942,N,2.0
375,941,N,2.0
376,939,N,2.0
377,940,N,2.0
378,937,N,2.0
379,938,N,2.0
380,938,N,2.0
381,940,N,2.0
382,938,N,2.0
383,934,N,2.0
384,933,N,2.0
385,934,N,2.0
386,937,N,2.0
387,935,N,2.0
388,934,N,2.0
389,933,N,2.0
390,930,N,2.0
391,932,N,2.0
392,933,N,2.0
393,934,N,2.0
394,933,N,2.0
395,930,N,2.0
396,929,N,2.0
397,932,N,2.0
398,934,N,2.0
399,935,N,2.0
400,936,N,2.0
401,937,N,2.0
402,936,N,2.0
403,942,N,2.0
404,945,N,2.0
405,950,N,2.0
406,951,N,2.0
407,952,N,2.0
408,951,N,2.0
409,956,N,2.0
410,959,N,2.0
411,961,N,2.0
412,960,N,2.0
413,958,N,2.0
414,958,N,2.0
415,960,N,2.0
416,962,N,2.0
417,964,N,2.0
418,964,N,2.0
419,960,N,2.0
420,960,N,2.0
421,961,N,2.0
422,963,N,2.0
423,963,N,2.0
424,965,N,2.0
425,960,N,2.0
426,958,N,2.0
427,963,N,2.0
428,962,N,2.0
429,964,N,2.0
430,964,N,2.0
431,960,N,2.0
432,959,N,2.0
433,962,N,2.0
434,963,N,2.0
435,961,N,2.0
436,963,N,2.0
437,961,N,2.0
438,961,N,2.0
439,962,N,2.0
440,965,N,2.0
441,966,N,2.0
442,963,N,2.0
443,962,N,2.0
444,960,N,2.0
445,961,N,2.0
446,964,N,2.0
447,961,N,2.0
448,961,N,2.0
449,961,N,2.0
450,958,N,2.0
451,961,N,2.0
452,960,N,2.0
453,961,N,2.0
454,959,N,2.0
455,957,N,2.0
456,956,N,2.0
457,957,N,2.0
458,957,N,2.0
459,958,N,2.0
460,959,N,2.0
461,955,N,2.0
462,954,N,2.0
463,955,N,2.0
464,957,N,2.0
465,958,N,2.0
466,958,N,2.0
467,955,N,2.0
468,955,N,2.0
469,955,N,2.0
470,960,N,2.0
471,958,N,2.0
472,957,N,2.0
473,956,N,2.0
474,953,N,2.0
475,957,N,2.0
476,958,N,2.0
477,958,N,2.0
478,957,N,2.0
479,953,N,2.0
480,952,N,2.0
481,953,N,2.0
482,954,N,2.0
483,956,N,2.0
484,955,N,2.0
485,955,N,2.0
486,955,N,2.0
487,955,N,2.0
488,958,N,2.0
489,958,N,2.0
490,957,N,2.0
491,955,N,2.0
492,954,N,2.0
493,954,N,2.0
494,956,N,2.0
495,958,N,2.0
496,955,N,2.0
497,955,N,2.0
498,953,N,2.0
499,954,N,2.0
500,956,N,2.0
501,958,N,2.0
502,956,N,2.0
503,956,N,2.0
504,956,N,2.0
505,958,N,2.0
506,957,N,2.0
507,958,N,2.0
508,957,N,2.0
509,955,N,2.0
510,955,N,2.0
511,956,N,2.0
512,958,N,2.0
513,961,N,2.0
514,965,N,2.0
515,964,N,2.0
516,965,N,2.0
517,967,N,2.0
518,969,N,2.0
519,971,N,2.0
520,971,N,2.0
521,971,N,2.0
522,973,N,2.0
523,974,N,2.0
524,976,N,2.0
525,979,N,2.0
526,981,N,2.0
527,976,N,2.0
528,975,N,2.0
529,976,N,2.0
530,975,N,2.0
531,977,N,2.0
532,975,N,2.0
533,974,N,2.0
534,969,N,2.0
535,969,N,2.0
536,971,N,2.0
537,974,N,2.0
538,979,N,2.0
539,980,N,2.0
540,978,N,2.0
541,971,N,2.0
542,970,N,2.0
543,968,N,2.0
544,967,N,2.0
545,963,N,2.0
546,960,N,2.0
547,956,N,2.0
548,958,N,2.0
549,957,N,2.0
550,957,N,2.0
551,953,N,2.0
552,950,N,2.0
553,952,N,2.0
554,955,N,2.0
555,954,N,2.0
556,953,N,2.0
557,951,N,2.0
558,949,N,2.0
559,948,N,2.0
560,950,N,2.0
561,951,N,2.0
562,951,N,2.0
563,948,N,2.0
564,947,N,2.0
565,948,N,2.0
566,949,N,2.0
567,953,N,2.0
568,950,N,2.0
569,946,N,2.0
570,943,N,2.0
571,942,N,2.0
572,937,N,2.0
573,931,N,2.0
574,926,N,2.0
575,920,N,2.0
576,913,N,2.0
577,910,N,2.0
578,919,N,2.0
579,943,N,2.0
580,974,N,2.0
581,1006,N,2.0
582,1048,N,2.0
583,1106,N,2.0
584,1162,N,2.0
585,1201,N,3.0
586,1216,N,3.0
587,1194,N,3.0
588,1128,N,3.0
589,1034,N,3.0
590,960,N,3.0
591,924,N,3.0
592,923,N,3.0
593,935,N,3.0
594,941,N,3.0
595,945,N,3.0
596,946,N,3.0
597,945,N,3.0
598,946,N,3.0
599,945,N,3.0
600,943,N,3.0
601,945,N,3.0
602,943,N,3.0
603,946,N,3.0
604,945,N,3.0
605,945,N,3.0
606,942,N,3.0
607,943,N,3.0
608,944,N,3.0
609,944,N,3.0
610,941,N,3.0
611,943,N,3.0
612,940,N,3.0
613,941,N,3.0
614,943,N,3.0
615,943,N,3.0
616,940,N,3.0
617,940,N,3.0
618,937,N,3.0
619,940,N,3.0
620,942,N,3.0
621,942,N,3.0
622,943,N,3.0
623,939,N,3.0
624,938,N,3.0
625,940,N,3.0
626,941,N,3.0
627,942,N,3.0
628,942,N,3.0
629,939,N,3.0
630,940,N,3.0
631,944,N,3.0
632,945,N,3.0
633,944,N,3.0
634,944,N,3.0
635,945,N,3.0
636,941,N,3.0
637,943,N,3.0
638,946,N,3.0
639,944,N,3.0
640,944,N,3.0
641,941,N,3.0
642,939,N,3.0
643,939,N,3.0
644,941,N,3.0
645,941,N,3.0
646,942,N,3.0
647,939,N,3.0
648,939,N,3.0
649,940,N,3.0
650,941,N,3.0
651,944,N,3.0
652,944,N,3.0
653,942,N,3.0
654,939,N,3.0
655,942,N,3.0
656,943,N,3.0
657,945,N,3.0
658,944,N,3.0
659,944,N,3.0
660,943,N,3.0
661,947,N,3.0
662,944,N,3.0
663,946,N,3.0
664,946,N,3.0
665,944,N,3.0
666,941,N,3.0
667,943,N,3.0
668,943,N,3.0
669,942,N,3.0
670,941,N,3.0
671,940,N,3.0
672,940,N,3.0
673,939,N,3.0
674,941,N,3.0
675,941,N,3.0
676,942,N,3.0
677,937,N,3.0
678,938,N,3.0
679,937,N,3.0
680,940,N,3.0
681,940,N,3.0
682,940,N,3.0
683,940,N,3.0
684,939,N,3.0
685,939,N,3.0
686,941,N,3.0
687,945,N,3.0
688,945,N,3.0
689,946,N,3.0
690,949,N,3.0
691,952,N,3.0
692,956,N,3.0
693,957,N,3.0
694,958,N,3.0
695,957,N,3.0
696,957,N,3.0
697,959,N,3.0
698,960,N,3.0
699,963,N,3.0
700,963,N,3.0
701,961,N,3.0
702,962,N,3.0
703,963,N,3.0
704,964,N,3.0
705,964,N,3.0
706,964,N,3.0
707,962,N,3.0
708,962,N,3.0
709,962,N,3.0
710,961,N,3.0
711,964,N,3.0
712,963,N,3.0
713,961,N,3.0
714,960,N,3.0
715,959,N,3.0
716,962,N,3.0
717,963,N,3.0
718,963,N,3.0
719,960,N,3.0
720,959,N,3.0
721,963,N,3.0
722,962,N,3.0
723,965,N,3.0
724,962,N,3.0
725,959,N,3.0
726,958,N,3.0
727,960,N,3.0
728,960,N,3.0
729,960,N,3.0
730,959,N,3.0
731,954,N,3.0
732,954,N,3.0
733,956,N,3.0
734,957,N,3.0
735,958,N,3.0
736,957,N,3.0
737,956,N,3.0
738,952,N,3.0
739,954,N,3.0
740,954,N,3.0
741,953,N,3.0
742,952,N,3.0
743,953,N,3.0
744,951,N,3.0
745,953,N,3.0
746,954,N,3.0
747,956,N,3.0
748,953,N,3.0
749,954,N,3.0
750,951,N,3.0
751,951,N,3.0
752,954,N,3.0
753,953,N,3.0
754,954,N,3.0
755,950,N,3.0
756,948,N,3.0
757,950,N,3.0
758,952,N,3.0
759,951,N,3.0
760,952,N,3.0
761,951,N,3.0
762,948,N,3.0
763,950,N,3.0
764,951,N,3.0
765,954,N,3.0
766,954,N,3.0
767,954,N,3.0
768,950,N,3.0
769,951,N,3.0
770,955,N,3.0
771,955,N,3.0
772,956,N,3.0
773,953,N,3.0
774,951,N,3.0
775,952,N,3.0
776,953,N,3.0
777,953,N,3.0
778,953,N,3.0
779,949,N,3.0
780,947,N,3.0
781,953,N,3.0
782,952,N,3.0
783,953,N,3.0
784,952,N,3.0
785,952,N,3.0
786,950,N,3.0
787,952,N,3.0
788,955,N,3.0
789,953,N,3.0
790,955,N,3.0
791,955,N,3.0
792,955,N,3.0
793,956,N,3.0
794,962,N,3.0
795,963,N,3.0
796,963,N,3.0
797,962,N,3.0
798,963,N,3.0
799,966,N,3.0
800,967,N,3.0
801,969,N,3.0
802,968,N,3.0
803,968,N,3.0
804,969,N,3.0
805,971,N,3.0
806,973,N,3.0
807,975,N,3.0
808,972,N,3.0
809,971,N,3.0
810,969,N,3.0
811,968,N,3.0
812,971,N,3.0
813,970,N,3.0
814,969,N,3.0
815,968,N,3.0
816,969,N,3.0
817,968,N,3.0
818,969,N,3.0
819,971,N,3.0
820,973,N,3.0
821,976,N,3.0
822,972,N,3.0
823,968,N,3.0
824,962,N,3.0
825,962,N,3.0
826,955,N,3.0
827,952,N,3.0
828,948,N,3.0
829,947,N,3.0
830,948,N,3.0
831,950,N,3.0
832,949,N,3.0
833,947,N,3.0
834,946,N,3.0
835,945,N,3.0
836,947,N,3.0
837,947,N,3.0
838,947,N,3.0
839,945,N,3.0
840,943,N,3.0
841,944,N,3.0
842,949,N,3.0
843,949,N,3.0
844,946,N,3.0
845,945,N,3.0
846,941,N,3.0
847,943,N,3.0
848,944,N,3.0
849,946,N,3.0
850,943,N,3.0
851,939,N,3.0
852,932,N,3.0
853,929,N,3.0
854,923,N,3.0
855,922,N,3.0
856,919,N,3.0
857,916,N,3.0
858,904,N,3.0
859,895,N,3.0
860,898,N,3.0
861,909,N,3.0
862,925,N,3.0
863,947,N,3.0
864,970,N,3.0
865,1001,N,3.0
866,1042,N,3.0
867,1098,N,3.0
868,1151,N,3.0
869,1186,N,4.0
870,1196,N,4.0
871,1178,N,4.0
872,1119,N,4.0
873,1037,N,4.0
874,963,N,4.0
875,924,N,4.0
876,920,N,4.0
877,929,N,4.0
878,942,N,4.0
879,946,N,4.0
880,946,N,4.0
881,944,N,4.0
882,942,N,4.0
883,943,N,4.0
884,947,N,4.0
885,946,N,4.0
886,945,N,4.0
887,943,N,4.0
888,942,N,4.0
889,943,N,4.0
890,944,N,4.0
891,946,N,4.0
892,945,N,4.0
893,942,N,4.0
894,941,N,4.0
895,942,N,4.0
896,945,N,4.0
897,943,N,4.0
898,942,N,4.0
899,943,N,4.0
900,943,N,4.0
901,942,N,4.0
902,946,N,4.0
903,947,N,4.0
904,946,N,4.0
905,945,N,4.0
906,944,N,4.0
907,944,N,4.0
908,944,N,4.0
909,945,N,4.0
910,945,N,4.0
911,943,N,4.0
912,943,N,4.0
913,944,N,4.0
914,945,N,4.0
915,947,N,4.0
916,949,N,4.0
917,947,N,4.0
918,945,N,4.0
919,946,N,4.0
920,947,N,4.0
921,949,N,4.0
922,947,N,4.0
923,945,N,4.0
924,945,N,4.0
925,947,N,4.0
926,949,N,4.0
927,949,N,4.0
928,947,N,4.0
929,945,N,4.0
930,946,N,4.0
931,946,N,4.0
932,951,N,4.0
933,949,N,4.0
934,947,N,4.0
935,945,N,4.0
936,948,N,4.0
937,947,N,4.0
938,949,N,4.0
939,948,N,4.0
940,946,N,4.0
941,948,N,4.0
942,949,N,4.0
943,949,N,4.0
944,949,N,4.0
945,949,N,4.0
946,948,N,4.0
947,946,N,4.0
948,946,N,4.0
949,951,N,4.0
950,950,N,4.0
951,949,N,4.0
952,947,N,4.0
953,946,N,4.0
954,946,N,4.0
955,949,N,4.0
956,951,N,4.0
957,947,N,4.0
958,948,N,4.0
959,946,N,4.0
960,949,N,4.0
961,949,N,4.0
962,951,N,4.0
963,950,N,4.0
964,947,N,4.0
965,945,N,4.0
966,947,N,4.0
967,947,N,4.0
968,950,N,4.0
969,951,N,4.0
970,950,N,4.0
971,949,N,4.0
972,954,N,4.0
973,957,N,4.0
974,960,N,4.0
975,961,N,4.0
976,960,N,4.0
977,959,N,4.0
978,961,N,4.0
979,965,N,4.0
980,967,N,4.0
981,964,N,4.0
982,965,N,4.0
983,967,N,4.0
984,967,N,4.0
985,968,N,4.0
986,970,N,4.0
987,968,N,4.0
988,966,N,4.0
989,965,N,4.0
990,965,N,4.0
991,966,N,4.0
992,968,N,4.0
993,966,N,4.0
994,965,N,4.0
995,962,N,4.0
996,965,N,4.0
997,967,N,4.0
998,968,N,4.0
999,969,N,4.0
1000,965,N,4.0
1001,963,N,4.0
1002,964,N,4.0
1003,965,N,4.0
1004,965,N,4.0
1005,967,N,4.0
1006,964,N,4.0
1007,963,N,4.0
1008,964,N,4.0
1009,965,N,4.0
1010,964,N,4.0
1011,963,N,4.0
1012,961,N,4.0
1013,962,N,4.0
1014,961,N,4.0
1015,965,N,4.0
1016,964,N,4.0
1017,962,N,4.0
1018,958,N,4.0
1019,956,N,4.0
1020,958,N,4.0
1021,960,N,4.0
1022,960,N,4.0
1023,961,N,4.0
1024,959,N,4.0
1025,957,N,4.0
1026,958,N,4.0
1027,961,N,4.0
1028,960,N,4.0
1029,960,N,4.0
1030,958,N,4.0
1031,955,N,4.0
1032,956,N,4.0
1033,957,N,4.0
1034,958,N,4.0
1035,957,N,4.0
1036,955,N,4.0
1037,954,N,4.0
1038,955,N,4.0
1039,956,N,4.0
1040,957,N,4.0
1041,957,N,4.0
1042,958,N,4.0
1043,957,N,4.0
1044,956,N,4.0
1045,957,N,4.0
1046,960,N,4.0
1047,956,N,4.0
1048,956,N,4.0
1049,954,N,4.0
1050,951,N,4.0
1051,952,N,4.0
1052,955,N,4.0
1053,955,N,4.0
1054,954,N,4.0
1055,954,N,4.0
1056,954,N,4.0
1057,956,N,4.0
1058,956,N,4.0
1059,955,N,4.0
1060,955,N,4.0
1061,948,N,4.0
1062,952,N,4.0
1063,952,N,4.0
1064,955,N,4.0
1065,955,N,4.0
1066,954,N,4.0
1067,953,N,4.0
1068,955,N,4.0
1069,958,N,4.0
1070,958,N,4.0
1071,957,N,4.0
1072,957,N,4.0
1073,956,N,4.0
1074,958,N,4.0
1075,960,N,4.0
1076,966,N,4.0
1077,966,N,4.0
1078,964,N,4.0
1079,963,N,4.0
1080,967,N,4.0
1081,968,N,4.0
1082,969,N,4.0
1083,968,N,4.0
1084,969,N,4.0
1085,970,N,4.0
1086,971,N,4.0
1087,974,N,4.0
1088,978,N,4.0
1089,975,N,4.0
1090,976,N,4.0
1091,973,N,4.0
1092,973,N,4.0
1093,975,N,4.0
1094,977,N,4.0
1095,973,N,4.0
1096,971,N,4.0
1097,972,N,4.0
1098,973,N,4.0
1099,970,N,4.0
1100,971,N,4.0
1101,968,N,4.0
1102,973,N,4.0
1103,974,N,4.0
1104,975,N,4.0
1105,971,N,4.0
1106,968,N,4.0
1107,964,N,4.0
1108,961,N,4.0
1109,959,N,4.0
1110,957,N,4.0
1111,955,N,4.0
1112,958,N,4.0
1113,957,N,4.0
1114,955,N,4.0
1115,952,N,4.0
1116,954,N,4.0
1117,956,N,4.0
1118,957,N,4.0
1119,955,N,4.0
1120,952,N,4.0
1121,951,N,4.0
1122,949,N,4.0
1123,950,N,4.0
1124,951,N,4.0
1125,951,N,4.0
1126,948,N,4.0
1127,949,N,4.0
1128,949,N,4.0
1129,951,N,4.0
1130,950,N,4.0
1131,952,N,4.0
1132,950,N,4.0
1133,948,N,4.0
1134,951,N,4.0
1135,952,N,4.0
1136,954,N,4.0
1137,953,N,4.0
1138,950,N,4.0
1139,947,N,4.0
1140,945,N,4.0
1141,938,N,4.0
1142,935,N,4.0
1143,927,N,4.0
1144,921,N,4.0
1145,911,N,4.0
1146,913,N,4.0
1147,929,N,4.0
1148,953,N,4.0
1149,980,N,4.0
1150,1013,N,4.0
1151,1061,N,4.0
1152,1119,N,4.0
1153,1165,N,4.0
1154,1188,N,5.0
1155,1180,N,5.0
1156,1131,N,5.0
1157,1053,N,5.0
1158,984,N,5.0
1159,940,N,5.0
1160,924,N,5.0
1161,928,N,5.0
1162,934,N,5.0
1163,942,N,5.0
1164,944,N,5.0
1165,946,N,5.0
1166,946,N,5.0
1167,944,N,5.0
1168,943,N,5.0
1169,939,N,5.0
1170,939,N,5.0
1171,943,N,5.0
1172,945,N,5.0
1173,943,N,5.0
1174,943,N,5.0
1175,941,N,5.0
1176,943,N,5.0
1177,947,N,5.0
1178,946,N,5.0
1179,945,N,5.0
1180,945,N,5.0
1181,945,N,5.0
1182,945,N,5.0
1183,947,N,5.0
1184,946,N,5.0
1185,946,N,5.0
1186,944,N,5.0
1187,939,N,5.0
1188,942,N,5.0
1189,944,N,5.0
1190,945,N,5.0
1191,944,N,5.0
1192,943,N,5.0
1193,939,N,5.0
1194,941,N,5.0
1195,943,N,5.0
1196,943,N,5.0
1197,943,N,5.0
1198,942,N,5.0
1199,941,N,5.0
1200,943,N,5.0
1201,940,N,5.0
1202,943,N,5.0
1203,942,N,5.0
1204,942,N,5.0
1205,940,N,5.0
1206,941,N,5.0
1207,943,N,5.0
1208,945,N,5.0
1209,945,N,5.0
1210,945,N,5.0
1211,944,N,5.0
1212,945,N,5.0
1213,945,N,5.0
1214,943,N,5.0
1215,943,N,5.0
1216,940,N,5.0
1217,937,N,5.0
1218,941,N,5.0
1219,943,N,5.0
1220,945,N,5.0
1221,946,N,5.0
1222,941,N,5.0
1223,943,N,5.0
1224,943,N,5.0
1225,944,N,5.0
1226,945,N,5.0
1227,945,N,5.0
1228,943,N,5.0
1229,940,N,5.0
1230,941,N,5.0
1231,944,N,5.0
1232,945,N,5.0
1233,944,N,5.0
1234,943,N,5.0
1235,939,N,5.0
1236,939,N,5.0
1237,939,N,5.0
1238,940,N,5.0
1239,939,N,5.0
1240,934,N,5.0
1241,935,N,5.0
1242,934,N,5.0
1243,937,N,5.0
1244,935,N,5.0
1245,930,N,5.0
1246,933,N,5.0
1247,932,N,5.0
1248,936,N,5.0
1249,937,N,5.0
1250,939,N,5.0
1251,938,N,5.0
1252,935,N,5.0
1253,934,N,5.0
1254,935,N,5.0
1255,938,N,5.0
1256,940,N,5.0
1257,942,N,5.0
1258,939,N,5.0
1259,940,N,5.0
1260,943,N,5.0
1261,948,N,5.0
1262,950,N,5.0
1263,951,N,5.0
1264,951,N,5.0
1265,951,N,5.0
1266,955,N,5.0
1267,958,N,5.0
1268,961,N,5.0
1269,963,N,5.0
1270,963,N,5.0
1271,960,N,5.0
1272,962,N,5.0
1273,962,N,5.0
1274,963,N,5.0
1275,962,N,5.0
1276,961,N,5.0
1277,960,N,5.0
1278,961,N,5.0
1279,963,N,5.0
1280,963,N,5.0
1281,965,N,5.0
1282,962,N,5.0
1283,960,N,5.0
1284,962,N,5.0
1285,961,N,5.0
1286,965,N,5.0
1287,964,N,5.0
1288,963,N,5.0
1289,964,N,5.0
1290,967,N,5.0
1291,968,N,5.0
1292,966,N,5.0
1293,965,N,5.0
1294,963,N,5.0
1295,959,N,5.0
1296,963,N,5.0
1297,964,N,5.0
1298,964,N,5.0
1299,961,N,5.0
1300,959,N,5.0
1301,957,N,5.0
1302,959,N,5.0
1303,961,N,5.0
1304,960,N,5.0
1305,957,N,5.0
1306,958,N,5.0
1307,956,N,5.0
1308,959,N,5.0
1309,959,N,5.0
1310,960,N,5.0
1311,961,N,5.0
1312,957,N,5.0
1313,957,N,5.0
1314,955,N,5.0
1315,957,N,5.0
1316,959,N,5.0
1317,958,N,5.0
1318,961,N,5.0
1319,957,N,5.0
1320,958,N,5.0
1321,958,N,5.0
1322,958,N,5.0
1323,958,N,5.0
1324,957,N,5.0
1325,956,N,5.0
1326,958,N,5.0
1327,960,N,5.0
1328,961,N,5.0
1329,959,N,5.0
1330,957,N,5.0
1331,953,N,5.0
1332,955,N,5.0
1333,956,N,5.0
1334,957,N,5.0
1335,960,N,5.0
1336,959,N,5.0
1337,954,N,5.0
1338,958,N,5.0
1339,961,N,5.0
1340,961,N,5.0
1341,958,N,5.0
1342,958,N,5.0
1343,957,N,5.0
1344,957,N,5.0
1345,958,N,5.0
1346,958,N,5.0
1347,958,N,5.0
1348,956,N,5.0
1349,956,N,5.0
1350,956,N,5.0
1351,959,N,5.0
1352,959,N,5.0
1353,959,N,5.0
1354,955,N,5.0
1355,954,N,5.0
